1,1996 World Champion,=PROMO,Christopher Rush,WUBRG,Special,Celebration Cards
301,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Anthony S. Waters,,L,Ravnica: City of Guilds
338,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Rob Alexander,,L,Seventh Edition
339,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Rob Alexander,,L,Seventh Edition
343,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Anthony S. Waters,,L,Odyssey
344,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Franz Vohwinkel,,L,Odyssey
345,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Rob Alexander,,L,Odyssey
346,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Rob Alexander,,L,Ninth Edition
346,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Rob Alexander,,L,Eighth Edition
346,Mountain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397546,Rob Alexander,,L,Mercadian Masques
26,Mountain,=PROMO,Rob Alexander,,Special,Arena League
,Mudslide,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184727,Brian Snoddy,Red,R,Ice Age
136,Mudslide,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184727,Brian Snoddy,Red,R,Masters Edition II
163,Muse Vessel,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=107553,Christopher Rush,,R,Dissension
102,Mutilate,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389606,Tyler Jacobson,Black,R,Magic 2013
150,Mutilate,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389606,Tyler Jacobson,Black,R,Commander 2014
130,Mycosynth Lattice,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=50527,Anthony S. Waters,,R,Darksteel
180,Myr Battlesphere,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389608,Franz Vohwinkel,,R,Scars of Mirrodin
247,Myr Battlesphere,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389608,Franz Vohwinkel,,R,Commander 2013 Edition
254,Myr Battlesphere,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389608,Franz Vohwinkel,,R,Commander 2014
132,Myr Matrix,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=48049,Mark Tedin,,R,Darksteel
138,Myr Quadropod,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=50176,Christopher Rush,,C,Fifth Dawn
,Mystic Remora,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159831,Ken Meyer Jr.,Blue,C,Ice Age
42,Mystic Remora,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159831,Ken Meyer Jr.,Blue,U,Masters Edition
76,Mystic Restraints,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=79188,Christopher Rush,Blue,C,Champions of Kamigawa
,Nacre Talisman,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2415,Mark Tedin,,U,Ice Age
,Nafs Asp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2231,Christopher Rush,Green,C,Fourth Edition
,Nafs Asp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2231,Christopher Rush,Green,C,Arabian Nights
,Nafs Asp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2231,Christopher Rush,Green,C,Arabian Nights
,Naked Singularity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202412,Mark Tedin,,R,Ice Age
216,Naked Singularity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202412,Mark Tedin,,R,Masters Edition IV
100,Nameless One,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39516,Mark Tedin,Blue,U,Onslaught
131,Nantuko Monastery,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220545,Rob Alexander,,U,Archenemy
142,Nantuko Monastery,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220545,Rob Alexander,,U,Judgment
74,Nantuko Shade,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389613,Brian Snoddy,Black,R,Torment
106,Nantuko Shade,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389613,Brian Snoddy,Black,R,Magic 2011
151,Nantuko Shade,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389613,Brian Snoddy,Black,R,Commander 2014
256,Natural Affinity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=83182,Pete Venters,Green,R,Ninth Edition
260,Natural Affinity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=83182,Pete Venters,Green,R,Mercadian Masques
269,Natural Affinity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=83182,Pete Venters,Green,R,Eighth Edition
,Natural Selection,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=765,Mark Poole,Green,R,Unlimited Edition
,Natural Selection,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=765,Mark Poole,Green,R,Limited Edition Beta
,Natural Selection,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=765,Mark Poole,Green,R,Limited Edition Alpha
,Necrite,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1859,Christopher Rush,Black,C,Fallen Empires
105,Necrobite,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383320,Nils Hamm,Black,C,Magic 2015 Core Set
115,Necrobite,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383320,Nils Hamm,Black,C,Avacyn Restored
184,Necrogen Censer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=194223,Pete Venters,,C,Scars of Mirrodin
60,Necro-Impotence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74326,Mark Tedin,Black,R,Unhinged
82,Necromancer's Covenant,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=183011,Thomas M. Baxa,White/Black,R,Alara Reborn
,Necromancy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3621,Pete Venters,Black,U,Visions
98,Necroplasm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=88956,rk post,Black,R,Ravnica: City of Guilds
,Necropotence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184651,Mark Tedin,Black,R,Fifth Edition
,Necropotence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184651,Mark Tedin,Black,R,Ice Age
107,Necropotence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184651,Mark Tedin,Black,R,Masters Edition II
34,Nefashu,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205274,rk post,Black,R,Planechase
70,Nefashu,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205274,rk post,Black,R,Scourge
28,Nemesis of Reason,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=188962,Mark Tedin,Blue/Black,R,Alara Reborn
107,Nesting Wurm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21373,rk post,Green,U,Nemesis
,Nether Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159265,Christopher Rush,Black,R,Fourth Edition
,Nether Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159265,Christopher Rush,Black,R,Revised Edition
,Nether Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159265,Christopher Rush,Black,R,Unlimited Edition
,Nether Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159265,Christopher Rush,Black,R,Limited Edition Beta
,Nether Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159265,Christopher Rush,Black,R,Limited Edition Alpha
77,Nether Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159265,Christopher Rush,Black,U,Masters Edition
99,Netherborn Phalanx,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=88972,Christopher Rush,Black,U,Ravnica: City of Guilds
131,Nettle Drone,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401967,Clint Cearley,,C,Battle for Zendikar
44,Nevermaker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152934,Chuck Lukacs,Blue,U,Morningtide
,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Fifth Edition
,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Fourth Edition
,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Revised Edition
,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Unlimited Edition
,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Limited Edition Beta
,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Limited Edition Alpha
160,Nevinyrral's Disk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159266,Mark Tedin,,R,Masters Edition
74,Nezumi Shadow-Watcher,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74467,Pete Venters,Black,U,Betrayers of Kamigawa
,Niall Silvain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1772,Christopher Rush,Green,R,The Dark
131,Night,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26276,Anthony S. Waters,Black,U,Apocalypse
98,Nighthowler,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373564,Nils Hamm,Black,R,Theros
40,Nightmare Incursion,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=157414,Chuck Lukacs,Black,R,Eventide
132,Nightshade Stinger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=139456,Mark Poole,Black,C,Lorwyn
91,Nightsky Mimic,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=151099,Franz Vohwinkel,White/Black,C,Eventide
,Nightstalker Engine,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=6577,Mark Tedin,Black,R,Portal Second Age
187,Nihil Spellbomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376431,Franz Vohwinkel,,C,Scars of Mirrodin
249,Nihil Spellbomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376431,Franz Vohwinkel,,C,Commander 2013 Edition
56,Nim Grotesque,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=73574,Anthony S. Waters,Black,U,Fifth Dawn
28,Nimbus Wings,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=180346,Chris Rahn,White,C,Zendikar
56,No Mercy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=12408,Mark Tedin,Black,R,Urza's Legacy
151,Nocturnal Raid,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25633,Pete Venters,Black,U,Seventh Edition
264,No-Dachi,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=75265,Christopher Rush,,U,Champions of Kamigawa
107,Noggle Bridgebreaker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=158899,Thomas M. Baxa,Blue/Red,C,Eventide
37,Nomad Decoy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29805,Pete Venters,White,U,Odyssey
220,Nosy Goblin,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39710,Thomas M. Baxa,Red,C,Onslaught
88,Notion Thief,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368973,Clint Cearley,Blue/Black,R,Dragon's Maze
124,Noxious Hatchling,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=153448,Nils Hamm,Black/Green,U,Eventide
121,Null Champion,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=193647,Chris Rahn,Black,C,Rise of the Eldrazi
,Nurturing Licid,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4776,Mark Poole,Green,U,Tempest
166,"Nylea, God of the Hunt",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373559,Chris Rahn,Green,M,Theros
78,Nyxborn Eidolon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=378450,Nils Hamm,Black,C,Born of the Gods
46,Nyxborn Triton,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=378418,Clint Cearley,Blue,C,Born of the Gods
,Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202521,Brian Snoddy,,U,Fourth Edition
,Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202521,Brian Snoddy,,U,Arabian Nights
248,Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202521,Brian Snoddy,,C,Masters Edition IV
119,Ob Nixilis Reignited,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401971,Chris Rahn,Black,M,Battle for Zendikar
60,Obelisk of Grixis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376434,Nils Hamm,,C,Duel Decks: Ajani vs. Nicol Bolas
214,Obelisk of Grixis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376434,Nils Hamm,,C,Shards of Alara
251,Obelisk of Grixis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376434,Nils Hamm,,C,Commander 2013 Edition
3,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,C,Archenemy
4,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,C,Planechase
20,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,C,Shards of Alara
22,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,U,Magic 2013
23,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,C,Magic: The Gathering-Commander
27,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,U,Magic 2012
28,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,U,Duel Decks: Venser vs. Koth
29,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Franz Vohwinkel,White,U,Modern Masters 2015 Edition
34,Oblivion Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397760,Chuck Lukacs,White,C,Duel Decks: Knights vs. Dragons
114,Oblivion Ring,=PROMO,Chuck Lukacs,2W,Special,Friday Night Magic
49,Oboro Envoy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74211,Rob Alexander,Blue,U,Saviors of Kamigawa
164,"Oboro, Palace in the Clouds",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74206,Rob Alexander,,R,Saviors of Kamigawa
,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Starter 2000
,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Fourth Edition
,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Revised Edition
,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Unlimited Edition
,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Limited Edition Beta
,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Limited Edition Alpha
218,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,C,Masters Edition IV
302,Obsianus Golem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202624,Jesper Myrfors,,U,Classic Sixth Edition
188,Obstinate Baloth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205075,Chris Rahn,Green,R,Magic 2011
63,Ogre Arsonist,=PROMO,Chris Rahn,4R,Special,Media Inserts
,Ogre Enforcer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3696,Pete Venters,Red,R,Visions
232,Old Ghastbark,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=142007,Thomas M. Baxa,White/Green,C,Shadowmoor
,Omen of Fire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3177,Pete Venters,Red,R,Alliances
157,O-Naginata,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74146,Brian Snoddy,,U,Saviors of Kamigawa
19,Oni of Wild Places,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386355,Mark Tedin,Red,U,Duel Decks: Speed vs. Cunning
108,Oni of Wild Places,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386355,Mark Tedin,Red,U,Saviors of Kamigawa
130,Oni of Wild Places,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386355,Mark Tedin,Red,U,Magic: The Gathering-Commander
81,Onyx Goblet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=174831,rk post,Black,C,Shards of Alara
143,Ooze Garden,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=174886,Anthony S. Waters,Green,R,Shards of Alara
30,Opal Guardian,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=116747,Christopher Rush,White,R,Time Spiral
141,Opaline Bracers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=50158,Anthony S. Waters,,C,Fifth Dawn
143,Oppression,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5746,Pete Venters,Black,R,Urza's Saga
181,Oran-Rief Hydra,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401978,Chris Rahn,Green,R,Battle for Zendikar
28,Orator of Ojutai,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394644,Zack Stella,White,U,Dragons of Tarkir
,Orc General,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184774,Jesper Myrfors,Red,U,The Dark
137,Orc General,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184774,Jesper Myrfors,Red,U,Masters Edition II
28,Orcish Cannonade,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386356,Pete Venters,Red,C,Duel Decks: Speed vs. Cunning
148,Orcish Cannonade,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386356,Pete Venters,Red,C,Magic: The Gathering - Conspiracy
172,Orcish Cannonade,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386356,Pete Venters,Red,C,Time Spiral
,Orcish Captain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184505,Mark Tedin,Red,U,Fallen Empires
139,Orcish Captain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184505,Mark Tedin,Red,U,Masters Edition II
,Orcish Mechanics,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221110,Pete Venters,Red,C,Antiquities
106,Orcish Mechanics,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221110,Pete Venters,Red,U,Masters Edition
129,Orcish Mechanics,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221110,Pete Venters,Red,U,Masters Edition IV
,Orcish Settlers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4558,Pete Venters,Red,U,Weatherlight
,Orcish Spy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1963,Pete Venters,Red,C,Fallen Empires
99,Ordeal of Erebos,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373646,Tyler Jacobson,Black,U,Theros
,Order of the Ebon Hand,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1862,Christopher Rush,Black,C,Fallen Empires
182,Ore Gorger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=78984,rk post,Red,U,Champions of Kamigawa
189,Origin Spellbomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=210239,Franz Vohwinkel,,C,Scars of Mirrodin
23,Ornitharch,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=378395,Clint Cearley,White,U,Born of the Gods
211,Ornithopter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383334,Franz Vohwinkel,,U,Magic 2011
216,Ornithopter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383334,Franz Vohwinkel,,U,Magic 2010
223,Ornithopter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383334,Franz Vohwinkel,,C,Magic 2015 Core Set
236,Orochi Sustainer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=75403,rk post,Green,C,Champions of Kamigawa
305,Otarian Juggernaut,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29889,Brian Snoddy,,R,Odyssey
90,Ouphe Vandals,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=50189,Thomas M. Baxa,Green,U,Fifth Dawn
150,Outnumber,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401980,Tyler Jacobson,Red,C,Battle for Zendikar
203,Overgrown Battlement,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=193610,Franz Vohwinkel,Green,C,Rise of the Eldrazi
113,Overgrown Estate,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25816,Brian Snoddy,White/Black/Green,R,Apocalypse
279,Overgrown Tomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=89072,Rob Alexander,,R,Ravnica: City of Guilds
,Overgrowth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=84685,Rob Alexander,Green,C,Stronghold
262,Overgrowth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=84685,Christopher Rush,Green,C,Ninth Edition
104,Overmaster,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29868,Anthony S. Waters,Red,R,Torment
28,Overseer of the Damned,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389622,rk post,Black,R,Commander 2014
160,Oversold Cemetery,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=33693,Thomas M. Baxa,Black,R,Onslaught
100,Oxidda Daredevil,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=194213,Pete Venters,Red,C,Scars of Mirrodin
73,Pack's Disdain,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=153165,Pete Venters,Black,C,Morningtide
80,Pain Seer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=378452,Tyler Jacobson,Black,R,Born of the Gods
155,Painbringer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29835,Pete Venters,Black,U,Odyssey
36,Pale Moon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21302,Pete Venters,Blue,R,Nemesis
68,Pandemonium,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397575,Pete Venters,Red,S,"Time Spiral ""Timeshifted"""
93,Pandemonium,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397575,Pete Venters,Red,R,Exodus
149,Pandemonium,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397575,Pete Venters,Red,R,Tempest Remastered
261,Pangosaur,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=20788,Mark Tedin,Green,R,Mercadian Masques
191,Panic Spellbomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389625,Franz Vohwinkel,,C,Scars of Mirrodin
259,Panic Spellbomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389625,Franz Vohwinkel,,C,Commander 2014
14,Paragon of the Amesha,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=179878,Chris Rahn,White,U,Conflux
,Parapet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3721,Mark Poole,White,C,Visions
105,Pardic Arsonist,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=32213,rk post,Red,U,Torment
106,Pardic Collaborator,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=35054,Pete Venters,Red,U,Torment
26,Path of Bravery,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370798,Chris Rahn,White,R,Magic 2014 Core Set
,Path of Peace,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4389,Pete Venters,White,C,Portal
188,Pathbreaker Wurm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=240103,Nils Hamm,Green,C,Avacyn Restored
57,Peer Through Depths,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370540,Anthony S. Waters,Blue,C,Modern Masters
78,Peer Through Depths,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370540,Anthony S. Waters,Blue,C,Champions of Kamigawa
209,Pendelhaven Elder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=111083,Pete Venters,Green,U,Time Spiral
74,Perilous Shadow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=265405,Clint Cearley,Black,C,Return to Ravnica
48,Perplexing Chimera,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=378420,Tyler Jacobson,Blue,R,Born of the Gods
,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Pete Venters,Black,U,Battle Royale Box Set
,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Jesper Myrfors,Black,C,Fourth Edition
,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Jesper Myrfors,Black,C,Revised Edition
,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Jesper Myrfors,Black,C,Unlimited Edition
,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Jesper Myrfors,Black,C,Limited Edition Beta
,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Jesper Myrfors,Black,C,Limited Edition Alpha
147,Pestilence,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21149,Pete Venters,Black,C,Urza's Saga
60,Petals of Insight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370395,Anthony S. Waters,Blue,C,Modern Masters
79,Petals of Insight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370395,Anthony S. Waters,Blue,U,Champions of Kamigawa
148,Petrahydrox,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=96897,Anthony S. Waters,Blue/Red,C,Guildpact
,Phantasmal Forces,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202458,Mark Poole,Blue,U,Fifth Edition
